SIRET;SIREN;NOMEN;NOMET;ETAT;CJ;SIEGE;PUB_PRIV;NATURE;DC;Libelle commune;DEP;REG;APET;A88;A17;EMPLOYEUR;Tranche d'effectif;latitude;longitude;result_label;result_score;result_score_next;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
11000029600217;110000296;CONSEIL SUPERIEUR DE L'AUDIOVISUEL;COMITE TERRITORIAL DE L'AUDIOVISUEL DE C;1;7112;0;PUBLIC;1;14118;Caen;14;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
11000601276540;110006012;MINISTERE EUROPE AFFAIRES ETRANGERES;;1;7113;0;PUBLIC;1;76540;Rouen;76;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.4611640495867768;0.35640090909090905;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
11001401650502;110014016;MINISTERE DE L'INTERIEUR;;1;7113;0;PUBLIC;1;50502;Saint-Lo;50;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.113958;-1.080464;Saint-Lô;0.41020946127946123;0.3918117647058823;municipality;50502;;Saint-Lô;;50000;Saint-Lô;50, Manche, Normandie;50502;;;;ok
11001401661001;110014016;MINISTERE DE L'INTERIEUR;;1;7113;0;PUBLIC;1;61001;Alen‡on;61;28;8411Z;84;OQ;1;de 1 à 10 salariés;50.737671;1.607681;Allée Prud Hon 62200 Boulogne-sur-Mer;0.19696105651105653;0.14753782369146004;street;62160_2852;;Allée Prud Hon;Allée Prud Hon;62200;Boulogne-sur-Mer;62, Pas-de-Calais, Hauts-de-France;62160;;;;ok
11001401676540;110014016;MINISTERE DE L'INTERIEUR;;1;7113;0;PUBLIC;1;76540;Rouen;76;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.737916;0.42504;Rue de Rouen 76400 Toussaint;0.35710871473354233;0.35097121212121213;street;76708_9nnqrq;;Rue de Rouen;Rue de Rouen;76400;Toussaint;76, Seine-Maritime, Normandie;76708;;;;ok
11007001814118;110070018;MINISTERE AGRICULTURE ALIMENTATION;;1;7113;0;PUBLIC;1;14118;Caen;14;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
12002001100181;120020011;DRH MINISTERES ECONOMIQUES FINANCIERS;DELEGATION DEP DE L ACTION SOCIALE;1;7120;0;PUBLIC;1;27229;Evreux;27;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.020599;1.146898;Évreux;0.42268151515151514;0.3835475862068965;municipality;27229;;Évreux;;27000;Évreux;27, Eure, Normandie;27229;;;;ok
12002001100876;120020011;DRH MINISTERES ECONOMIQUES FINANCIERS;DELEGATION DEP DE L'ACTION SOCIALE;1;7120;0;PUBLIC;1;61001;Alen‡on;61;28;8411Z;84;OQ;1;de 1 à 10 salariés;50.737671;1.607681;Allée Prud Hon 62200 Boulogne-sur-Mer;0.22630858585858585;0.14753782369146004;street;62160_2852;;Allée Prud Hon;Allée Prud Hon;62200;Boulogne-sur-Mer;62, Pas-de-Calais, Hauts-de-France;62160;;;;ok
12002001101825;120020011;DRH MINISTERES ECONOMIQUES FINANCIERS;DELEGATION DEP DE L ACTION SOCIALE;1;7120;0;PUBLIC;1;14118;Caen;14;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
12002001101999;120020011;DRH MINISTERES ECONOMIQUES FINANCIERS;DELEGATION DEP DE L'ACTION SOCIALE;1;7120;0;PUBLIC;1;76540;Rouen;76;28;8411Z;84;OQ;1;de 11 à 49 salariés;49.440044;1.093912;Rouen;0.4036721343873518;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
12002001102724;120020011;DRH MINISTERES ECONOMIQUES FINANCIERS;DELEGATION DEP DE L'ACTION SOCIALE;1;7120;0;PUBLIC;1;50502;Saint-Lo;50;28;8411Z;84;OQ;1;de 1 à 10 salariés;49.113958;-1.080464;Saint-Lô;0.4594195104895105;0.4358154545454545;municipality;50502;;Saint-Lô;;50000;Saint-Lô;50, Manche, Normandie;50502;;;;ok
12002701600456;120027016;INS NAT STATISTIQUE ETUDES ECONOMIQUES;DIR REG NORMANDIE SITE DE ROUEN;1;7120;0;PUBLIC;1;76540;Rouen;76;28;8411Z;84;OQ;1;de 50 à 299 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.3335724046920821;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
12002701600514;120027016;INS NAT STATISTIQUE ETUDES ECONOMIQUES;DIR REG NORMANDIE SIEGE DE CAEN;1;7120;0;PUBLIC;1;14118;Caen;14;28;8411Z;84;OQ;1;de 50 à 299 salariés;48.898289;-0.200129;Rue de Caen 14700 Falaise;0.3422323376623376;0.3292987012987013;street;14258_0150;;Rue de Caen;Rue de Caen;14700;Falaise;14, Calvados, Normandie;14258;;;;ok
12004614901187;120046149;DIRECTION GENERALE DES PATRIMOINES;SCE DEP ARCHITECTURE ET PATRIMOINE;1;7120;0;PUBLIC;1;14118;Caen;14;28;8412Z;84;OQ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3138590909090909;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
12006402700309;120064027;DIRECTION SERVICES NAVIGATION AERIENNE;SNA-N - OC - ROUEN;1;7160;0;PUBLIC;1;76116;Boos;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.684637;0.554655;Route de Boos 76640 Terres-de-Caux;0.3165636363636363;0.309378023715415;street;76258_0774;;Route de Boos;Route de Boos;76640;Terres-de-Caux;76, Seine-Maritime, Normandie;76258;76078;Bennetot;;ok
12006402700846;120064027;DIRECTION SERVICES NAVIGATION AERIENNE;SNA-O - ANTENNE DE CAEN-CARPIQUET;1;7160;0;PUBLIC;1;14137;Carpiquet;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.186339;-0.410755;Chemin de Carpiquet 14000 Caen;0.4043417171717172;0.3764339498432601;street;14118_1394;;Chemin de Carpiquet;Chemin de Carpiquet;14000;Caen;14, Calvados, Normandie;14118;;;;ok
12006402700853;120064027;DIRECTION SERVICES NAVIGATION AERIENNE;SNA-O - ANTENNE DE DEAUVILLE-SAINT GATIE;1;7160;0;PUBLIC;1;14578;Saint-Gatien-des-Bois;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.341508;0.180588;Saint-Gatien-des-Bois;0.537740554323725;0.4351520583190394;municipality;14578;;Saint-Gatien-des-Bois;;14130;Saint-Gatien-des-Bois;14, Calvados, Normandie;14578;;;;ok
13000169600017;130001696;DIR INTERDEP ROUTES NORD-OUEST;;1;7172;1;PUBLIC;1;76540;Rouen;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.440044;1.093912;Rouen;0.4036721343873518;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13000169600033;130001696;DIR INTERDEP ROUTES NORD-OUEST;POLE EXPLOITATION SUD - CIGT DE ROUEN;1;7172;0;PUBLIC;1;76212;Darn‚tal;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;43.590679;1.431788;Rue Darnes 31300 Toulouse;0.2597820110192837;0.216875974025974;street;31555_2500;;Rue Darnes;Rue Darnes;31300;Toulouse;31, Haute-Garonne, Occitanie;31555;;;;ok
13000169600082;130001696;DIR INTERDEP ROUTES NORD-OUEST;CENTRE TRAVAUX  SAINT LO;1;7172;0;PUBLIC;1;50502;Saint-Lo;50;28;;;;0;0 salarié;49.113958;-1.080464;Saint-Lô;0.4594195104895105;0.3950977922077922;municipality;50502;;Saint-Lô;;50000;Saint-Lô;50, Manche, Normandie;50502;;;;ok
13000169600090;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI DE VILLIERS BOCAGE;1;7172;0;PUBLIC;1;14389;Maisoncelles-Pelvey;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.058069;-0.673945;Maisoncelles-Pelvey;0.509845034965035;0.4679289898989899;municipality;14389;;Maisoncelles-Pelvey;;14310;Maisoncelles-Pelvey;14, Calvados, Normandie;14389;;;;ok
13000169600108;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI DE BAYEUX;1;7172;0;PUBLIC;1;14630;Saint-Martin-des-Entr‚es;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;47.212087;2.407577;Route de Méry Es Bois 18110 Saint-Martin-d'Auxigny;0.31397062937062936;0.22580236044657095;street;18223_0063;;Route de Méry Es Bois;Route de Méry Es Bois;18110;Saint-Martin-d'Auxigny;18, Cher, Centre-Val de Loire;18223;;;;ok
13000169600132;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI D'ALENCON;1;7172;0;PUBLIC;1;61001;Alen‡on;61;28;8413Z;84;OQ;1;de 11 à 49 salariés;50.737671;1.607681;Allée Prud Hon 62200 Boulogne-sur-Mer;0.19696105651105653;0.14753782369146004;street;62160_2852;;Allée Prud Hon;Allée Prud Hon;62200;Boulogne-sur-Mer;62, Pas-de-Calais, Hauts-de-France;62160;;;;ok
13000169600165;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI DE FLEURY;1;7172;0;PUBLIC;1;50185;Fleury;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.109768;-1.081314;Allée Fleury 50000 Saint-Lô;0.39351122257053284;0.37157454545454544;street;50502_1020;;Allée Fleury;Allée Fleury;50000;Saint-Lô;50, Manche, Normandie;50502;;;;ok
13000169600173;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI DE POILLEY;1;7172;0;PUBLIC;1;50407;Poilley;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;48.631425;-1.317905;Hermy 50220 Poilley;0.35757337243401754;0.3491145454545454;street;50407_kzkv28;;Hermy;Hermy;50220;Poilley;50, Manche, Normandie;50407;;;;ok
13000169600207;130001696;DIR INTERDEP ROUTES NORD-OUEST;ANTENNE CAEN CEI MONDEVILLE;1;7172;0;PUBLIC;1;14437;Mondeville;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.169445;-0.309811;Mondeville;0.4005336363636363;0.3555366666666666;municipality;14437;;Mondeville;;14120;Mondeville;14, Calvados, Normandie;14437;;;;ok
13000169600298;130001696;DIR INTERDEP ROUTES NORD-OUEST;CENTRE DE TRAVAUX D'ALENCON;1;7172;0;PUBLIC;1;61001;Alen‡on;61;28;8413Z;84;OQ;1;de 1 à 10 salariés;50.737671;1.607681;Allée Prud Hon 62200 Boulogne-sur-Mer;0.19696105651105653;0.14753782369146004;street;62160_2852;;Allée Prud Hon;Allée Prud Hon;62200;Boulogne-sur-Mer;62, Pas-de-Calais, Hauts-de-France;62160;;;;ok
13000169600322;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI VERNEUIL SUR AVRE;1;7172;0;PUBLIC;1;27679;Verneuil d'Avre et d'Iton;27;28;;;;0;0 salarié;48.758912;0.893475;Verneuil d'Avre et d'Iton;0.6485969133192389;0.5723555218855219;municipality;27679;;Verneuil d'Avre et d'Iton;;27160;Verneuil d'Avre et d'Iton;27, Eure, Normandie;27679;;;;ok
13000169600348;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI DE VALOGNES;1;7172;0;PUBLIC;1;50615;Valognes;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.515116;-1.478121;Valognes;0.4054921885521885;0.38776506493506496;municipality;50615;;Valognes;;50700;Valognes;50, Manche, Normandie;50615;;;;ok
13000169600363;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI DE ROUEN;1;7172;0;PUBLIC;1;76540;Rouen;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.440044;1.093912;Rouen;0.4036721343873518;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13000169600371;130001696;DIR INTERDEP ROUTES NORD-OUEST;CEI ET ANTENNE DE SAINT LO;1;7172;0;PUBLIC;1;50502;Saint-Lo;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.113958;-1.080464;Saint-Lô;0.4594195104895105;0.3950977922077922;municipality;50502;;Saint-Lô;;50000;Saint-Lô;50, Manche, Normandie;50502;;;;ok
13000169600389;130001696;DIR INTERDEP ROUTES NORD-OUEST;DISTRICT ET CEI D'EVREUX;1;7172;0;PUBLIC;1;27234;Fauville;27;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.025303;1.176015;Rue de Fauville 27000 Évreux;0.4297463636363636;0.3920549158249158;street;27229_1210;;Rue de Fauville;Rue de Fauville;27000;Évreux;27, Eure, Normandie;27229;;;;ok
13000169600413;130001696;DIR INTERDEP ROUTES NORD-OUEST;SIR DE CAEN;1;7172;0;PUBLIC;1;14118;Caen;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13000207400156;130002074;SC LAB MIN ACTION CPTES PUBLICS ECO;LABORATOIRE LE HAVRE;1;7160;0;PUBLIC;1;76351;Le Havre;76;28;7120B;71;MN;1;de 1 à 10 salariés;49.493827;0.100824;Avenue Foch 76600 Le Havre;0.38997941031941036;0.38997941031941036;street;76351_3030;;Avenue Foch;Avenue Foch;76600;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13000270200095;130002702;INST NATIONAL ORIGINE QUALITE;;1;7389;0;PUBLIC;1;14118;Caen;14;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13000457500051;130004575;SCE NATIONAL INGENIERIE AEROPORTUAIRE;SNIA-N - ANTENNE D'EVREUX;1;7160;0;PUBLIC;1;27234;Fauville;27;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.025303;1.176015;Rue de Fauville 27000 Évreux;0.4297463636363636;0.3920549158249158;street;27229_1210;;Rue de Fauville;Rue de Fauville;27000;Évreux;27, Eure, Normandie;27229;;;;ok
13000548101059;130005481;POLE EMPLOI;ROUEN ST ETIENNE;1;7389;0;PUBLIC;1;76575;Saint-Etienne-du-Rouvray;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.38518;1.087631;Saint-Étienne-du-Rouvray;0.6124299788583509;0.5219162809917355;municipality;76575;;Saint-Étienne-du-Rouvray;;76800;Saint-Étienne-du-Rouvray;76, Seine-Maritime, Normandie;76575;;;;ok
13000548102602;130005481;POLE EMPLOI;ALE L AIGLE;1;7389;0;PUBLIC;1;61214;L'Aigle;61;28;8413Z;84;OQ;1;de 11 à 49 salariés;48.760561;0.613716;L'Aigle;0.49034909090909085;0.40837581267217626;municipality;61214;;L'Aigle;;61300;L'Aigle;61, Orne, Normandie;61214;;;;ok
13000548104970;130005481;POLE EMPLOI;DR NORMANDIE - IMPLANTATION CAEN;1;7389;0;PUBLIC;1;14118;Caen;14;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13000548105068;130005481;POLE EMPLOI;;1;7389;0;PUBLIC;1;50147;Coutances;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.054264;-1.445325;Coutances;0.42568038961038956;0.3794764646464646;municipality;50147;;Coutances;;50200;Coutances;50, Manche, Normandie;50147;;;;ok
13000548105076;130005481;POLE EMPLOI;;1;7389;0;PUBLIC;1;50129;Cherbourg-en-Cotentin;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.634418;-1.626864;Cherbourg-en-Cotentin;0.5561741906873614;0.5056677104377104;municipality;50129;;Cherbourg-en-Cotentin;;50470;Cherbourg-en-Cotentin;50, Manche, Normandie;50129;;;;ok
13000548106090;130005481;POLE EMPLOI;PONT AUDEMER;1;7389;0;PUBLIC;1;27467;Pont-Audemer;27;28;8413Z;84;OQ;1;0 salarié;49.134686;0.575663;Route de Pont Audemer 27300 Courbépine;0.4780722604422604;0.47670542521994136;street;27179_0153;;Route de Pont Audemer;Route de Pont Audemer;27300;Courbépine;27, Eure, Normandie;27179;;;;ok
13000548109094;130005481;POLE EMPLOI;ALE LISIEUX;1;7389;0;PUBLIC;1;14366;Lisieux;14;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.145761;0.242246;Lisieux;0.3896176223776224;0.37500669421487604;municipality;14366;;Lisieux;;14100;Lisieux;14, Calvados, Normandie;14366;;;;ok
13000548110076;130005481;POLE EMPLOI;;1;7389;0;PUBLIC;1;76351;Le Havre;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13000548110092;130005481;POLE EMPLOI;;1;7389;0;PUBLIC;1;76341;Harfleur;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.511852;0.199942;Harfleur;0.40641491582491573;0.3213745454545454;municipality;76341;;Harfleur;;76700;Harfleur;76, Seine-Maritime, Normandie;76341;;;;ok
13000548113757;130005481;POLE EMPLOI;CIS GRAND OUEST;1;7389;0;PUBLIC;1;14118;Caen;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13000548114300;130005481;POLE EMPLOI;POLE EMPLOI DSI;1;7389;0;PUBLIC;1;76540;Rouen;76;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.4036721343873518;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13000548117071;130005481;POLE EMPLOI;ANT BARENTIN;1;7389;0;PUBLIC;1;76057;Barentin;76;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.511456;0.971922;Rue de Barentin 76480 Roumare;0.37357487603305783;0.3624662337662337;street;76541_0024;;Rue de Barentin;Rue de Barentin;76480;Roumare;76, Seine-Maritime, Normandie;76541;;;;ok
13000548118400;130005481;POLE EMPLOI;ALE GRANVILLE;1;7389;0;PUBLIC;1;50218;Granville;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;48.721311;-1.43157;Granville 50530 Bacilly;0.4728031649831649;0.42751857142857136;street;50027_ou67tl;;Granville;Granville;50530;Bacilly;50, Manche, Normandie;50027;;;;ok
13000548118780;130005481;POLE EMPLOI;AGENCE SPECIALISEE DU HAVRE;1;7389;0;PUBLIC;1;76351;Le Havre;76;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13000548119085;130005481;POLE EMPLOI;CAEN EST;1;7389;0;PUBLIC;1;14437;Mondeville;14;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.169445;-0.309811;Mondeville;0.4005336363636363;0.3555366666666666;municipality;14437;;Mondeville;;14120;Mondeville;14, Calvados, Normandie;14437;;;;ok
13000548119168;130005481;POLE EMPLOI;FALAISE;1;7389;0;PUBLIC;1;14258;Falaise;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.168413;-0.351733;Rue de Falaise 14000 Caen;0.4240988856304985;0.3854230769230769;street;14118_2890;;Rue de Falaise;Rue de Falaise;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13000548119465;130005481;POLE EMPLOI;POLE EMPLOI FECAMP;1;7389;0;PUBLIC;1;76259;F‚camp;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.83789;0.988689;Rue du Camp d’Enfer 76730 Thil-Manneville;0.24712282296650717;0.23795948051948052;street;76690_0037;;Rue du Camp d’Enfer;Rue du Camp d’Enfer;76730;Thil-Manneville;76, Seine-Maritime, Normandie;76690;;;;ok
13000548119481;130005481;POLE EMPLOI;POLE EMPLOI;1;7389;0;PUBLIC;1;14327;H‚rouville-Saint-Clair;14;28;8413Z;84;OQ;1;de 50 à 299 salariés;;;;;;;;;;;;;;;;;;not-found
13000548120158;130005481;POLE EMPLOI;VERNEUIL SUR AVRE;1;7389;0;PUBLIC;1;27679;Verneuil d'Avre et d'Iton;27;28;8413Z;84;OQ;1;de 11 à 49 salariés;48.758912;0.893475;Verneuil d'Avre et d'Iton;0.5809436363636363;0.5463377685950412;municipality;27679;;Verneuil d'Avre et d'Iton;;27160;Verneuil d'Avre et d'Iton;27, Eure, Normandie;27679;;;;ok
13000548120505;130005481;POLE EMPLOI;POLE EMPLOI LE HAVRE FERRER;1;7389;0;PUBLIC;1;76351;Le Havre;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13000548120513;130005481;POLE EMPLOI;POLE EMPLOI YVETOT;1;7389;0;PUBLIC;1;76758;Yvetot;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.619674;0.764865;Yvetot;0.31714027972027975;0.30431780058651026;municipality;76758;;Yvetot;;76190;Yvetot;76, Seine-Maritime, Normandie;76758;;;;ok
13000548120695;130005481;POLE EMPLOI;PLATEFORME REGIONALE;1;7389;0;PUBLIC;1;76575;Saint-Etienne-du-Rouvray;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.38518;1.087631;Saint-Étienne-du-Rouvray;0.6124299788583509;0.5219162809917355;municipality;76575;;Saint-Étienne-du-Rouvray;;76800;Saint-Étienne-du-Rouvray;76, Seine-Maritime, Normandie;76575;;;;ok
13000548120778;130005481;POLE EMPLOI;POLE EMPLOI HONFLEUR;1;7389;0;PUBLIC;1;14333;Honfleur;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.409689;0.22466;Honfleur;0.4054521885521885;0.3978754010695187;municipality;14333;;Honfleur;;14600;Honfleur;14, Calvados, Normandie;14333;;;;ok
13000548120786;130005481;POLE EMPLOI;POLE EMPLOI SAINT LO;1;7389;0;PUBLIC;1;50502;Saint-Lo;50;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.113958;-1.080464;Saint-Lô;0.4594195104895105;0.3950977922077922;municipality;50502;;Saint-Lô;;50000;Saint-Lô;50, Manche, Normandie;50502;;;;ok
13000548120794;130005481;POLE EMPLOI;POLE EMPLOI FLERS;1;7389;0;PUBLIC;1;61169;Flers;61;28;8413Z;84;OQ;1;de 11 à 49 salariés;48.737426;-0.563453;Flers;0.3416193939393939;0.32136181818181814;municipality;61169;;Flers;;61100;Flers;61, Orne, Normandie;61169;;;;ok
13000548120901;130005481;POLE EMPLOI;POLE EMPLOI COLOMBELLES;1;7389;0;PUBLIC;1;14167;Colombelles;14;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.193081;-0.266456;Rue de Colombelles 14840 Cuverville;0.4235842424242424;0.4225951515151515;street;14215_0020;;Rue de Colombelles;Rue de Colombelles;14840;Cuverville;14, Calvados, Normandie;14215;;;;ok
13000548120919;130005481;POLE EMPLOI;POLE EMPLOI VIRE;1;7389;0;PUBLIC;1;14762;Vire Normandie;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;48.826645;-0.87791;Vire Normandie;0.5075868319559228;0.4381942283298097;municipality;14762;;Vire Normandie;;14500;Vire Normandie;14, Calvados, Normandie;14762;;;;ok
13000548121040;130005481;POLE EMPLOI;DR NORMANDIE - SIEGE;1;7389;0;PUBLIC;1;76540;Rouen;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.440044;1.093912;Rouen;0.4036721343873518;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13000548121099;130005481;POLE EMPLOI;POLE EMPLOI CAEN OUEST;1;7389;0;PUBLIC;1;14118;Caen;14;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.37823487603305783;0.34485779220779217;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13000548121446;130005481;POLE EMPLOI;POLE EMPLOI - APE FORGES LES EAUX;1;7389;0;PUBLIC;1;76276;Forges-les-Eaux;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.61255;1.552617;Forges-les-Eaux;0.47397480519480517;0.417516955602537;municipality;76276;;Forges-les-Eaux;;76440;Forges-les-Eaux;76, Seine-Maritime, Normandie;76276;;;;ok
13000548121677;130005481;POLE EMPLOI;POLE EMPLOI LOUVIERS;1;7389;0;PUBLIC;1;27375;Louviers;27;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.216072;1.158223;Louviers;0.41007218855218847;0.3788976033057851;municipality;27375;;Louviers;;27400;Louviers;27, Eure, Normandie;27375;;;;ok
13000548121917;130005481;POLE EMPLOI;POLE EMPLOI ARGENTAN;1;7389;0;PUBLIC;1;61006;Argentan;61;28;8413Z;84;OQ;1;de 11 à 49 salariés;48.441447;0.087588;Rue d'Argentan 61000 Alençon;0.44434894428152494;0.40857309764309757;street;61001_0130;;Rue d'Argentan;Rue d'Argentan;61000;Alençon;61, Orne, Normandie;61001;;;;ok
13000548121958;130005481;POLE EMPLOI;POLE EMPLOI CHERBOURG SUD;1;7389;0;PUBLIC;1;50129;Cherbourg-en-Cotentin;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.634418;-1.626864;Cherbourg-en-Cotentin;0.5561741906873614;0.5056677104377104;municipality;50129;;Cherbourg-en-Cotentin;;50470;Cherbourg-en-Cotentin;50, Manche, Normandie;50129;;;;ok
13000548122006;130005481;POLE EMPLOI;POLE EMPLOI LE HAVRE VILLE HAUTE;1;7389;0;PUBLIC;1;76351;Le Havre;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13000548122014;130005481;POLE EMPLOI;POLE EMPLOI MAROMME;1;7389;0;PUBLIC;1;76410;Maromme;76;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.4701;1.085309;Route de Maromme 76130 Mont-Saint-Aignan;0.3933648760330578;0.3402721212121212;street;76451_0780;;Route de Maromme;Route de Maromme;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13000548122121;130005481;POLE EMPLOI;POLE EMPLOI BERNAY;1;7389;0;PUBLIC;1;27056;Bernay;27;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.089442;0.595349;Bernay;0.4714953359683794;0.38680524926686216;municipality;27056;;Bernay;;27300;Bernay;27, Eure, Normandie;27056;;;;ok
13000548122469;130005481;POLE EMPLOI;POLE EMPLOI GISORS;1;7389;0;PUBLIC;1;27284;Gisors;27;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.105394;1.486782;Route de Gisors 27200 Vernon;0.3348784573002755;0.31736937062937065;street;27681_1200;;Route de Gisors;Route de Gisors;27200;Vernon;27, Eure, Normandie;27681;;;;ok
