SIRET;SIREN;NOMEN;NOMET;ETAT;CJ;SIEGE;PUB_PRIV;NATURE;DC;Libelle commune;DEP;REG;APET;A88;A17;EMPLOYEUR;Tranche d'effectif;latitude;longitude;result_label;result_score;result_score_next;result_type;result_id;result_housenumber;result_name;result_street;result_postcode;result_city;result_context;result_citycode;result_oldcitycode;result_oldcity;result_district;result_status
13001641300101;130016413;CENTRE MINISTERIEL VALORISATION RH;CVRH ROUEN;1;7120;0;PUBLIC;1;76322;Le Grand-Quevilly;76;28;8412Z;84;OQ;1;de 11 à 49 salariés;49.412739;1.044635;Le Grand-Quevilly;0.5866754545454544;0.45547363636363636;municipality;76322;;Le Grand-Quevilly;;76120;Le Grand-Quevilly;76, Seine-Maritime, Normandie;76322;;;;ok
13001779100497;130017791;VOIES NAVIGABLES DE FRANCE;DT BS/AGENCE ROUEN;1;7389;0;PUBLIC;1;76540;Rouen;76;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13001779100547;130017791;VOIES NAVIGABLES DE FRANCE;DT BS/SUBDIVISION D4AMFREVILLE;1;7389;0;PUBLIC;1;27013;Amfreville-sous-les-Monts;27;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.304839;1.258291;Amfreville sous les Monts 27380 Amfreville-sous-les-Monts;0.6394305496828752;0.6362796405919661;street;27013_B002;;Amfreville sous les Monts;Amfreville sous les Monts;27380;Amfreville-sous-les-Monts;27, Eure, Normandie;27013;;;;ok
13001779100604;130017791;VOIES NAVIGABLES DE FRANCE;DT BS/AGENCE DE DEVELOPPEMENT;1;7389;0;PUBLIC;1;76351;Le Havre;76;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13001831000289;130018310;CTRE ETUDES EXPERTISE RISQUES ENVIRON.;DIRECTION TERRITORIALE NORMANDIE-CENTRE;1;7389;0;PUBLIC;1;76322;Le Grand-Quevilly;76;28;8413Z;84;OQ;1;de 50 à 299 salariés;49.412739;1.044635;Le Grand-Quevilly;0.5080513759213758;0.4298051871657753;municipality;76322;;Le Grand-Quevilly;;76120;Le Grand-Quevilly;76, Seine-Maritime, Normandie;76322;;;;ok
13002014200019;130020142;MEDIATEUR MIN ECONOMIQUES FINANCIERS;;1;7120;1;PUBLIC;1;14118;Caen;14;28;8411Z;84;OQ;1;de 1 à 10 salariés;48.987141;-0.476636;Rue de Caen 14220 Thury-Harcourt-le-Hom;0.3378214285714286;0.3243362055335969;street;14689_0440;;Rue de Caen;Rue de Caen;14220;Thury-Harcourt-le-Hom;14, Calvados, Normandie;14689;14689;Thury-Harcourt;;ok
13002036500032;130020365;SECR GENERAL ADMIN MIN INTERIEUR OUEST;ANTENNE LOGISTIQUE DE OISSEL;1;7179;0;PUBLIC;1;76484;Oissel;76;28;8424Z;84;OQ;1;1000 salariés ou plus;49.342654;1.082335;Oissel;0.3175211888111888;0.2612083916083916;municipality;76484;;Oissel;;76350;Oissel;76, Seine-Maritime, Normandie;76484;;;;ok
13002123100019;130021231;HARAS NATIONAL DU PIN;;1;7389;1;PUBLIC;1;61328;Le Pin-au-Haras;61;28;8412Z;84;OQ;1;de 11 à 49 salariés;48.744496;0.135182;Le Pin-au-Haras;0.543852341597796;0.4706431701631701;municipality;61328;;Le Pin-au-Haras;;61310;Le Pin-au-Haras;61, Orne, Normandie;61328;;;;ok
13002133000019;130021330;COMUE NORMANDIE UNIVERSITE;;1;7383;1;PUBLIC;1;14118;Caen;14;28;8542Z;85;OQ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002186800018;130021868;DRDJSCS NORMANDIE;;1;7171;1;PUBLIC;1;76540;Rouen;76;28;;;;0;0 salarié;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002186800026;130021868;DRDJSCS NORMANDIE;ANTENNE DE CAEN;1;7171;0;PUBLIC;1;14118;Caen;14;28;8412Z;84;OQ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002186800034;130021868;DRDJSCS NORMANDIE;DDCS;1;7171;0;PUBLIC;1;76540;Rouen;76;28;;;;0;0 salarié;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002195900106;130021959;AGENCE DE L'OUTRE-MER POUR LA MOBILITE;AGENCE DE ROUEN;1;7389;0;PUBLIC;1;76540;Rouen;76;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002316100040;130023161;ACADEMIE DES BEAUX-ARTS;FONDATION CLAUDE MONET;1;7389;0;PUBLIC;1;27285;Giverny;27;28;9103Z;91;RU;1;de 11 à 49 salariés;49.092687;1.50022;Route de Giverny 27200 Vernon;0.35501037433155075;0.32618393939393936;street;27681_4527i2;;Route de Giverny;Route de Giverny;27200;Vernon;27, Eure, Normandie;27681;;;;ok
13002442500014;130024425;CROUS DE NORMANDIE;;1;7385;1;PUBLIC;1;76540;Rouen;76;28;8899B;88;OQ;1;de 50 à 299 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500022;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE MADRILLET;1;7385;0;PUBLIC;1;76575;Saint-Etienne-du-Rouvray;76;28;5629B;56;IZ;1;de 11 à 49 salariés;49.38518;1.087631;Saint-Étienne-du-Rouvray;0.6124299788583509;0.5219162809917355;municipality;76575;;Saint-Étienne-du-Rouvray;;76800;Saint-Étienne-du-Rouvray;76, Seine-Maritime, Normandie;76575;;;;ok
13002442500030;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE DU PANORAMA;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5629B;56;IZ;1;de 11 à 49 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500048;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE BOIS;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5629B;56;IZ;1;de 11 à 49 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500055;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE CAUCRIAUVILLE;1;7385;0;PUBLIC;1;76351;Le Havre;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13002442500063;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE DU BOIS;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500071;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE PANORAMA;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500089;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE LA PLEIADE;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500097;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE BOUGAINVILLE;1;7385;0;PUBLIC;1;76351;Le Havre;76;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13002442500105;130024425;CROUS DE NORMANDIE;BRASSERIE UNIVERSITAIRE LAVOISIER;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5629B;56;IZ;1;de 1 à 10 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500121;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE TILLY;1;7385;0;PUBLIC;1;27229;Evreux;27;28;5629B;56;IZ;1;de 1 à 10 salariés;48.910566;0.749318;Rue d’Evreux 27330 La Vieille-Lyre;0.3827694043887147;0.3711663636363636;street;27685_0017;;Rue d’Evreux;Rue d’Evreux;27330;La Vieille-Lyre;27, Eure, Normandie;27685;27685;La Vieille-Lyre;;ok
13002442500139;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE DE L ITON;1;7385;0;PUBLIC;1;27229;Evreux;27;28;5590Z;55;IZ;1;de 1 à 10 salariés;48.910566;0.749318;Rue d’Evreux 27330 La Vieille-Lyre;0.3827694043887147;0.3711663636363636;street;27685_0017;;Rue d’Evreux;Rue d’Evreux;27330;La Vieille-Lyre;27, Eure, Normandie;27685;27685;La Vieille-Lyre;;ok
13002442500147;130024425;CROUS DE NORMANDIE;CAFETERIA DE PSYCHO;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5629B;56;IZ;1;de 1 à 10 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500154;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE DU MADRILLET;1;7385;0;PUBLIC;1;76575;Saint-Etienne-du-Rouvray;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.38518;1.087631;Saint-Étienne-du-Rouvray;0.6124299788583509;0.5219162809917355;municipality;76575;;Saint-Étienne-du-Rouvray;;76800;Saint-Étienne-du-Rouvray;76, Seine-Maritime, Normandie;76575;;;;ok
13002442500162;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE MARTAINVILLE;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5629B;56;IZ;1;de 11 à 49 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500170;130024425;CROUS DE NORMANDIE;BRASSERIE DE L IUT;1;7385;0;PUBLIC;1;27229;Evreux;27;28;5629B;56;IZ;1;de 1 à 10 salariés;48.910566;0.749318;Rue d’Evreux 27330 La Vieille-Lyre;0.3827694043887147;0.3711663636363636;street;27685_0017;;Rue d’Evreux;Rue d’Evreux;27330;La Vieille-Lyre;27, Eure, Normandie;27685;27685;La Vieille-Lyre;;ok
13002442500188;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE PASTEUR;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5629B;56;IZ;1;de 11 à 49 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500196;130024425;CROUS DE NORMANDIE;CAFETERIA IUT CAUCRIAUVILLE;1;7385;0;PUBLIC;1;76351;Le Havre;76;28;5629B;56;IZ;1;de 1 à 10 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13002442500204;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE JARDINS SAINT P;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500212;130024425;CROUS DE NORMANDIE;CAFETERIA DE L'INSA DE ROUEN;1;7385;0;PUBLIC;1;76575;Saint-Etienne-du-Rouvray;76;28;5629B;56;IZ;1;de 1 à 10 salariés;49.38518;1.087631;Saint-Étienne-du-Rouvray;0.6124299788583509;0.5219162809917355;municipality;76575;;Saint-Étienne-du-Rouvray;;76800;Saint-Étienne-du-Rouvray;76, Seine-Maritime, Normandie;76575;;;;ok
13002442500220;130024425;CROUS DE NORMANDIE;CAFETERIA MAISON DE L'UNIVERSITE;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5629B;56;IZ;1;de 1 à 10 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500238;130024425;CROUS DE NORMANDIE;BRASSERIE DE L ESIGELEC;1;7385;0;PUBLIC;1;76575;Saint-Etienne-du-Rouvray;76;28;5629B;56;IZ;1;de 1 à 10 salariés;49.38518;1.087631;Saint-Étienne-du-Rouvray;0.6124299788583509;0.5219162809917355;municipality;76575;;Saint-Étienne-du-Rouvray;;76800;Saint-Étienne-du-Rouvray;76, Seine-Maritime, Normandie;76575;;;;ok
13002442500253;130024425;CROUS DE NORMANDIE;CAFETERIA DES AFFAIRES INTERNATIONALES;1;7385;0;PUBLIC;1;76351;Le Havre;76;28;5610A;56;IZ;1;de 1 à 10 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13002442500261;130024425;CROUS DE NORMANDIE;RESIDENCE LAVARENDE;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500279;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE PORTE OCEANE;1;7385;0;PUBLIC;1;76351;Le Havre;76;28;5629B;56;IZ;1;de 11 à 49 salariés;49.507345;0.129995;Le Havre;0.37431259740259737;0.3576504306220095;municipality;76351;;Le Havre;;76610;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13002442500287;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE DU ROUVRAY;1;7385;0;PUBLIC;1;76575;Saint-Etienne-du-Rouvray;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.38518;1.087631;Saint-Étienne-du-Rouvray;0.6124299788583509;0.5219162809917355;municipality;76575;;Saint-Étienne-du-Rouvray;;76800;Saint-Étienne-du-Rouvray;76, Seine-Maritime, Normandie;76575;;;;ok
13002442500303;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE GALOIS;1;7385;0;PUBLIC;1;76451;Mont-Saint-Aignan;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.467092;1.081654;Mont-Saint-Aignan;0.5854054545454546;0.49937626262626256;municipality;76451;;Mont-Saint-Aignan;;76130;Mont-Saint-Aignan;76, Seine-Maritime, Normandie;76451;;;;ok
13002442500311;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE GODEHILDE;1;7385;0;PUBLIC;1;27229;Evreux;27;28;5590Z;55;IZ;1;de 1 à 10 salariés;48.910566;0.749318;Rue d’Evreux 27330 La Vieille-Lyre;0.3827694043887147;0.3711663636363636;street;27685_0017;;Rue d’Evreux;Rue d’Evreux;27330;La Vieille-Lyre;27, Eure, Normandie;27685;27685;La Vieille-Lyre;;ok
13002442500337;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE CHARPAK;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500345;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE BARBET;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500352;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE PIERRE GILLES DE;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500378;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE MALIBRAN;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500394;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE EMMA BOVARY;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500436;130024425;CROUS DE NORMANDIE;RESIDENCE BOULEVARD DES BELGES;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;0 salarié;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500444;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE CAP AVENUE;1;7385;0;PUBLIC;1;76540;Rouen;76;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.33138545454545454;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002442500469;130024425;CROUS DE NORMANDIE;SERVICES CENTRAUX CAEN;1;7385;0;PUBLIC;1;14118;Caen;14;28;8899B;88;OQ;1;de 50 à 299 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500477;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE LEBISEY;1;7385;0;PUBLIC;1;14118;Caen;14;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500485;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE C;1;7385;0;PUBLIC;1;14118;Caen;14;28;5629B;56;IZ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500493;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE D;1;7385;0;PUBLIC;1;14118;Caen;14;28;5629B;56;IZ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500501;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE COTE DE NACRE;1;7385;0;PUBLIC;1;14118;Caen;14;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500519;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE CAMPUS 1;1;7385;0;PUBLIC;1;14118;Caen;14;28;5629B;56;IZ;1;de 50 à 299 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500527;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE JEAN GREMILLON;1;7385;0;PUBLIC;1;14327;H‚rouville-Saint-Clair;14;28;5590Z;55;IZ;1;de 11 à 49 salariés;;;;;;;;;;;;;;;;;;not-found
13002442500535;130024425;CROUS DE NORMANDIE;CITE UNIVERSITAIRE CAMPUS 1;1;7385;0;PUBLIC;1;14118;Caen;14;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500543;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE EDMOND BACOT;1;7385;0;PUBLIC;1;14118;Caen;14;28;5590Z;55;IZ;1;de 11 à 49 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500550;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE F TRISTAN ET A B;1;7385;0;PUBLIC;1;14327;H‚rouville-Saint-Clair;14;28;5590Z;55;IZ;1;de 11 à 49 salariés;;;;;;;;;;;;;;;;;;not-found
13002442500568;130024425;CROUS DE NORMANDIE;MAISON DE L'ETUDIANT;1;7385;0;PUBLIC;1;14118;Caen;14;28;5629B;56;IZ;1;de 1 à 10 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500576;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE LA PASSERELLE;1;7385;0;PUBLIC;1;50129;Cherbourg-en-Cotentin;50;28;5629B;56;IZ;1;de 1 à 10 salariés;49.634418;-1.626864;Cherbourg-en-Cotentin;0.5561741906873614;0.5056677104377104;municipality;50129;;Cherbourg-en-Cotentin;;50470;Cherbourg-en-Cotentin;50, Manche, Normandie;50129;;;;ok
13002442500584;130024425;CROUS DE NORMANDIE;RESIDENCE UNIVERSITAIRE ERIK SATIE;1;7385;0;PUBLIC;1;14118;Caen;14;28;5590Z;55;IZ;1;de 1 à 10 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002442500592;130024425;CROUS DE NORMANDIE;RESTAURANT UNIVERSITAIRE LES COLONNADES;1;7385;0;PUBLIC;1;61143;Damigny;61;28;5629B;56;IZ;1;de 11 à 49 salariés;48.44917;0.067833;Damigny;0.38010853146853146;0.35036;municipality;61143;;Damigny;;61250;Damigny;61, Orne, Normandie;61143;;;;ok
13002513300021;130025133;ECOLE NAT SECURITE ADMINISTRATION MER;;1;7160;1;PUBLIC;1;76351;Le Havre;76;28;8542Z;85;OQ;1;de 11 à 49 salariés;49.493827;0.100824;Avenue Foch 76600 Le Havre;0.38997941031941036;0.38997941031941036;street;76351_3030;;Avenue Foch;Avenue Foch;76600;Le Havre;76, Seine-Maritime, Normandie;76351;;;;ok
13002521600107;130025216;DIR NATIONALE GARDE-COTES DOUANES;BRIGADE DE SURVEILLANCE NAUTIQUE DE GRAN;1;7160;0;PUBLIC;1;50218;Granville;50;28;;;;0;0 salarié;48.83071;-1.57398;Granville;0.42751857142857136;0.4247031168831168;municipality;50218;;Granville;;50400;Granville;50, Manche, Normandie;50218;;;;ok
13002521600388;130025216;DIR NATIONALE GARDE-COTES DOUANES;;1;7160;0;PUBLIC;1;50218;Granville;50;28;8411Z;84;OQ;1;de 1 à 10 salariés;48.83071;-1.57398;Granville;0.42751857142857136;0.4247031168831168;municipality;50218;;Granville;;50400;Granville;50, Manche, Normandie;50218;;;;ok
13002581000016;130025810;RECTORAT DE L'ACADEMIE DE NORMANDIE;;1;7179;1;PUBLIC;1;14118;Caen;14;28;8412Z;84;OQ;1;de 300 à 999 salariés;49.184316;-0.37193;Caen;0.3243362055335969;0.3238043887147335;municipality;14118;;Caen;;14000;Caen;14, Calvados, Normandie;14118;;;;ok
13002581000024;130025810;RECTORAT DE L'ACADEMIE DE NORMANDIE;DRAJES;1;7179;0;PUBLIC;1;76540;Rouen;76;28;8412Z;84;OQ;1;de 50 à 299 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.3466059595959596;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002581000040;130025810;RECTORAT DE L'ACADEMIE DE NORMANDIE;ACADEMIE ROUEN;1;7179;0;PUBLIC;1;76540;Rouen;76;28;8412Z;84;OQ;1;de 300 à 999 salariés;49.440044;1.093912;Rouen;0.35097121212121213;0.3466059595959596;municipality;76540;;Rouen;;76000;Rouen;76, Seine-Maritime, Normandie;76540;;;;ok
13002591900130;130025919;OFFICE FRANCAIS DE LA BIODIVERSITE;OFB SERVICE DEPARTEMENTAL DE L'ORNE;1;7389;0;PUBLIC;1;61006;Argentan;61;28;8413Z;84;OQ;1;de 1 à 10 salariés;48.729955;-0.013024;Argentan;0.40857309764309757;0.40402636363636363;municipality;61006;;Argentan;;61200;Argentan;61, Orne, Normandie;61006;;;;ok
13002591900338;130025919;OFFICE FRANCAIS DE LA BIODIVERSITE;OFB ANTENNE DIRECTION REGIONALE NORMANDI;1;7389;0;PUBLIC;1;27103;Bourg-Achard;27;28;8413Z;84;OQ;1;de 1 à 10 salariés;49.34744;0.809524;Bourg-Achard;0.4725226979472141;0.41652491841491834;municipality;27103;;Bourg-Achard;;27310;Bourg-Achard;27, Eure, Normandie;27103;;;;ok
13002591900627;130025919;OFFICE FRANCAIS DE LA BIODIVERSITE;OFB SERVICE DEPARTEMENTAL DE LA MANCHE;1;7389;0;PUBLIC;1;50147;Coutances;50;28;8413Z;84;OQ;1;de 11 à 49 salariés;49.054264;-1.445325;Coutances;0.47378043771043765;0.40322363636363634;municipality;50147;;Coutances;;50200;Coutances;50, Manche, Normandie;50147;;;;ok
