nombre;sexe;annee;prenoms;nombre_total_cumule
18;M;2011;Ilyas;18
14;F;2014;Lilou;14
10;M;2016;Jude;10
14;M;2005;Lino;14
50;F;2012;Léna;50
74;M;2020;Charles;74
6;F;2020;Solveig;6
65;M;2013;Isaac;65
5;F;2015;Lilly;5
6;M;2013;Calixte;6
5;F;2015;Noura;5
14;F;2013;Lydia;14
13;M;2009;Marwan;13
11;F;2019;Maxime;11
31;F;2004;Ilona;31
87;M;2014;Camille;87
8;F;2011;Imène;8
9;F;2014;Liora;9
5;M;2016;Leopold;5
10;F;2005;Lucille;10
99;M;2012;Liam;99
63;F;2020;Apolline;63
5;M;2020;Eliel;5
10;F;2013;Isabelle;10
15;M;2015;Lino;15
17;F;2013;Caroline;17
5;M;2015;Oskar;5
5;F;2013;Maëlyne;5
20;M;2009;Matéo;20
10;M;2019;Abdallah;10
46;F;2004;Iris;46
166;F;2014;Camille;253
9;M;2011;Issam;9
6;M;2014;Loan;6
6;F;2016;Lilas;6
25;M;2005;Luka;25
5;F;2012;Liyah;5
51;M;2020;Aylan;51
5;M;2020;Hélio;5
11;M;2013;Iyad;11
12;M;2015;Lior;12
6;M;2013;Cédric;6
28;F;2015;Pénélope;28
94;M;2013;Martin;94
56;M;2009;Matthieu;56
10;M;2019;Célestin;10
7;M;2004;Jean-Marc;7
6;F;2014;Charlène;6
10;M;2011;Iyad;10
62;F;2014;Lola;62
5;F;2016;Lilly;5
7;F;2005;Mahault;7
6;F;2012;Liza;6
48;M;2020;David;48
5;M;2020;Merlin;5
6;M;2013;Iyed;6
44;F;2015;Lise;44
17;F;2013;Célestine;17
15;F;2015;Philomène;15
28;F;2013;Maryam;28
5;F;2009;Milena;5
10;F;2019;Flore;10
34;M;2004;Jérémy;34
87;M;2014;Charles;87
6;M;2011;Jonah;6
10;F;2014;Louane;10
10;F;2016;Line;10
6;M;2005;Malcolm;6
34;M;2012;Lorenzo;34
46;F;2020;Marie;46
5;M;2020;Shaï;5
24;M;2013;Jad;24
21;M;2015;Luka;21
5;M;2013;Edward;5
6;F;2015;Rahma;6
9;F;2013;Melina;9
24;F;2009;Mina;24
10;F;2019;Tasnim;10
8;M;2004;Joël;8
10;M;2014;Christian;10
163;M;2011;Jules;163
67;M;2014;Maël;67
32;F;2016;Lison;32
8;F;2005;Nada;8
104;F;2012;Lou;112
37;M;2020;Ilyes;37
5;F;2020;Adeline;5
6;F;2013;Johanne;6
49;F;2015;Mariam;49
5;F;2013;Eléanore;5
5;F;2015;Razane;5
6;F;2013;Meriam;6
5;M;2009;Mouhamad;5
9;M;2019;Andreas;9
79;M;2004;Joseph;79
5;F;2014;Cyrielle;5
8;M;2011;Karl;8
31;F;2014;Maëlle;31
61;F;2016;Marie;61
23;M;2005;Omar;23
6;M;2012;Louka;6
30;M;2020;Mathéo;30
5;F;2020;Alessia;5
9;F;2013;Léana;9
9;F;2015;Marina;9
7;F;2013;Éline;7
116;M;2015;Sacha;116
8;M;2013;Mohamed-Amine;8
8;M;2009;Neil;8
9;M;2019;Lassana;9
15;M;2004;Julian;15
5;F;2014;Delphine;5
83;M;2011;Liam;83
9;M;2014;Mahdi;9
12;F;2016;Mayar;12
12;F;2005;Ombeline;12
6;M;2012;Loup;6
29;M;2020;Hamza;29
5;F;2020;Élisabeth;5
10;F;2013;Lily-Rose;10
34;M;2015;Mathéo;34
5;F;2013;Emeline;5
9;F;2015;Sidonie;9
28;M;2013;Naïm;28
32;M;2009;Nils;32
9;F;2019;Léopoldine;9
8;M;2004;Léandre;8
12;F;2014;Dounia;12
5;F;2011;Lilie;5
16;M;2014;Mahé;16
9;F;2016;Melina;9
17;M;2005;Owen;17
12;F;2012;Luce;12
29;F;2020;Jasmine;29
5;F;2020;Enora;5
16;M;2013;Loïc;16
84;F;2015;Mathilde;84
7;M;2013;Emilio;7
71;M;2015;Valentin;71
9;M;2013;Niels;9
33;M;2009;Noa;33
8;M;2019;Édouard;8
20;M;2004;Léopold;20
55;M;2014;Edgar;55
9;F;2011;Lucy;9
46;F;2014;Mariam;46
35;M;2016;Nael;35
120;F;2005;Pauline;120
25;F;2012;Lyna;25
26;M;2020;Jacques;26
5;F;2020;Hiba;5
14;F;2013;Maïmouna;14
18;M;2015;Max;18
20;M;2013;Esteban;20
83;F;2015;Victoire;83
36;F;2013;Noa;62
5;F;2009;Noha;5
8;M;2019;Emil;8
18;F;2004;Linda;18
8;F;2014;Élina;8
14;F;2011;Ludivine;14
20;F;2014;Mariama;20
116;M;2016;Nathan;116
15;F;2005;Romy;15
51;M;2012;Maël;51
25;F;2020;Judith;25
5;F;2020;Kali;5
7;M;2013;Malick;7
5;M;2015;Michael;5
12;F;2013;Fanta;12
208;M;2015;Victor;208
5;F;2013;Noélie;5
5;M;2009;Oliver;5
8;M;2019;Hassan;8
9;M;2004;Lino;9
161;F;2014;Emma;161
6;F;2011;Lyana;6
7;F;2014;Marine;7
5;M;2016;Néo;5
7;M;2005;Ronan;7
16;F;2012;Mahaut;16
24;F;2020;Cléo;24
5;F;2020;Téa;5
10;F;2013;Marianne;10
9;F;2015;Michelle;9
5;F;2013;Félicie;5
7;M;2015;Xavier;7
13;F;2013;Olympe;13
101;F;2009;Pauline;101
8;M;2019;Mady;8
6;M;2004;Lior;6
21;F;2014;Fatima;21
8;M;2011;Matias;8
10;M;2014;Mateo;10
42;M;2016;Nicolas;42
5;F;2005;Samira;5
5;F;2012;Maïlys;5
24;F;2020;Talia;24
155;M;2021;Victor;155
5;M;2013;Michaël;5
7;M;2015;Muhammad;7
14;F;2013;Fleur;14
7;M;2015;Yani;7
16;M;2013;Philippe;16
7;M;2009;Reda;7
5;M;2004;Alexi;5
17;F;2004;Lou-Ann;17
11;F;2014;Fatou;11
22;M;2011;Matthias;22
31;M;2014;Mathéo;31
11;M;2016;Oliver;11
125;M;2005;Samuel;125
5;F;2012;Maïna;5
23;M;2020;Adem;23
98;M;2021;Maël;98
29;M;2013;Nassim;29
94;M;2015;Nathan;94
15;M;2013;Florian;15
9;F;2015;Ysé;9
8;M;2013;Raoul;8
29;F;2009;Selma;29
7;M;2004;Aurèle;7
7;M;2004;Malick;7
9;F;2014;Gaïa;9
14;F;2011;Melissa;14
21;M;2014;Matteo;21
35;F;2016;Olympe;35
11;F;2005;Solenn;11
6;F;2012;Manelle;6
23;F;2020;Oumou;23
89;M;2021;Timothée;89
5;F;2013;Natalia;5
8;M;2015;Nathanael;8
101;F;2013;Gabrielle;101
10;M;2015;Zachary;10
112;F;2013;Rose;112
21;F;2009;Sonia;21
7;M;2004;Avi;7
74;F;2004;Margaux;74
6;F;2014;Hania;6
77;F;2011;Mila;77
6;F;2014;Mayline;6
27;M;2016;Omar;27
5;M;2005;Swan;5
123;F;2012;Manon;123
20;M;2020;Hadrien;20
75;F;2021;Alba;75
34;M;2013;Nathanaël;34
7;M;2015;Niels;7
5;M;2013;Iliane;5
5;M;2015;Zyad;5
5;M;2013;Saad;5
11;F;2009;Thalia;11
5;M;2004;Aymar;5
20;F;2004;Maria;20
7;M;2014;Jacob;7
22;M;2011;Mohammed;22
7;M;2014;Melchior;7
127;M;2016;Oscar;127
8;M;2005;Thierry;8
78;F;2012;Margot;78
20;F;2020;Laura;20
68;M;2021;Mathis;68
21;F;2013;Ninon;21
27;F;2015;Paloma;27
16;F;2013;Irène;16
10;M;2016;Abdallah;10
7;F;2013;Safa;7
31;M;2009;Théodore;31
5;M;2004;Ayrton;5
13;F;2004;Mariame;13
24;F;2014;Jana;24
169;M;2011;Nathan;169
25;F;2014;Mya;25
6;F;2016;Priscille;6
8;F;2005;Tiphaine;8
11;F;2012;Marina;11
19;F;2020;Tara;19
64;F;2021;Noa;64
6;F;2013;Odélia;6
6;M;2015;Philémon;6
11;M;2013;Jason;11
6;M;2016;Aboubakar;6
10;M;2013;Salim;10
11;F;2009;Tina;11
13;F;2004;Bertille;13
8;M;2004;Maxim;8
11;F;2014;Janna;11
6;F;2011;Nola;6
5;F;2014;Naila;5
8;F;2016;Razane;8
81;M;2005;Valentin;81
12;F;2012;Marwa;12
18;M;2020;Adel;18
64;M;2021;Yanis;64
14;F;2013;Ombeline;14
16;F;2015;Rania;16
9;F;2013;Léane;9
353;M;2016;Adam;353
64;F;2013;Salomé;64
17;M;2010;Aboubacar;17
6;F;2004;Betty;6
5;F;2004;Mazarine;5
81;M;2014;Jean;81
17;M;2011;Owen;17
18;F;2014;Naïla;18
12;M;2016;Rémi;12
173;M;2005;Victor;173
17;M;2012;Marwan;17
18;M;2020;Leo;18
61;M;2021;Maxence;61
6;F;2013;Orlane;6
5;F;2015;Safa;5
12;M;2013;Leo;12
6;M;2016;Aden;6
9;F;2013;Séléna;9
100;F;2010;Adèle;100
14;M;2004;Brice;14
41;F;2004;Mélissa;41
144;F;2014;Juliette;144
23;M;2011;Pablo;23
16;F;2014;Nayla;16
27;M;2016;Roméo;27
7;F;2005;Wendy;7
7;M;2012;Michael;7
18;F;2020;Mahault;18
59;F;2021;Anaïs;59
10;F;2013;Prune;10
6;F;2015;Salimata;6
8;M;2013;Loan;8
10;F;2016;Aïsha;10
6;M;2013;Sohan;6
128;M;2010;Adrien;128
19;F;2004;Camélia;19
31;M;2004;Milo;31
9;F;2014;Kelly;9
6;M;2011;Paolo;6
9;F;2014;Nine;9
36;M;2016;Ruben;36
5;M;2005;Willem;5
7;F;2012;Milla;7
18;F;2020;Mélina;18
43;F;2021;Capucine;43
6;M;2013;Roy;6
8;M;2015;Selyan;8
8;M;2013;Lubin;8
23;M;2016;Alban;23
24;M;2013;Stanislas;24
41;F;2010;Alexandra;41
5;F;2004;Carlotta;5
7;F;2004;Naïla;7
21;F;2014;Lara;21
39;M;2011;Rayane;39
98;F;2014;Olivia;98
8;F;2016;Safa;8
11;F;2005;Yaël;11
8;M;2012;Nadir;8
18;F;2020;Pauline;18
38;F;2021;Sophia;38
5;F;2013;Sabrine;5
5;M;2015;Sixte;5
22;M;2013;Luka;22
196;M;2016;Alexandre;196
12;F;2013;Talia;12
5;M;2010;Anir;5
16;M;2004;Colin;16
13;M;2004;Ousmane;13
9;F;2014;Layana;9
27;F;2011;Salma;27
13;F;2014;Oumou;13
6;M;2016;Silas;6
5;M;2005;Younès;5
21;F;2012;Nora;21
17;M;2020;Isaiah;17
24;F;2021;Assya;24
16;M;2013;Sam;16
137;F;2015;Sofia;137
9;F;2013;Mahault;9
15;F;2016;Alexia;15
8;F;2013;Tania;8
5;F;2010;Armance;5
5;M;2004;Curtis;5
7;F;2004;Paula;7
12;F;2014;Leonor;12
15;M;2011;Sam;15
28;F;2014;Paloma;28
28;F;2016;Sixtine;28
14;M;2005;Youssouf;14
40;F;2012;Nour;49
16;F;2020;Camélia;16
24;F;2021;Coline;24
6;M;2013;Silas;6
38;M;2015;Solal;38
18;F;2013;Marion;18
81;F;2016;Alix;87
10;F;2013;Tasnim;10
33;M;2010;Armand;33
51;F;2004;Diane;51
17;M;2004;Rafael;17
5;M;2014;Lohan;5
8;M;2011;Sébastien;8
5;M;2014;Ron;5
48;F;2016;Sophia;48
18;M;2005;Zacharie;18
6;F;2012;Noura;6
15;M;2020;Gianni;15
22;F;2021;Georgia;22
40;F;2013;Sophia;40
33;F;2015;Stella;33
13;M;2013;Matias;13
5;F;2016;Anaelle;5
80;M;2013;Théo;80
11;M;2010;Arthus;11
5;F;2004;Eliette;5
5;F;2004;Rébecca;5
6;M;2014;Loris;6
12;M;2011;Sekou;12
19;F;2014;Solène;19
5;M;2016;Stefan;5
8;F;2006;Aïda;8
5;M;2012;Paul-Arthur;5
15;M;2020;Hayden;15
21;M;2021;Noham;21
38;F;2013;Sophie;38
10;F;2015;Tahel;10
48;F;2013;Myriam;48
93;F;2016;Anaïs;93
39;M;2013;Tom;39
11;F;2010;Assa;11
49;M;2004;Erwan;49
10;M;2004;Richard;10
12;F;2014;Louna;12
8;F;2011;Sohane;8
14;F;2014;Soumaya;14
9;F;2016;Syrine;9
7;F;2006;Alexane;7
60;M;2012;Pierre;60
15;F;2020;Lehna;15
19;M;2021;Aurélien;19
5;M;2013;Thibaud;5
7;F;2016;Aïssatou;7
56;M;2013;Noam;56
6;M;2016;Anes;6
41;F;2013;Valentina;41
17;F;2010;Awa;17
102;M;2004;Ethan;102
9;F;2004;Romy;9
5;F;2014;Maéva;5
6;M;2011;Sven;6
7;F;2014;Suzie;7
8;M;2016;Timothy;8
17;F;2006;Alma;17
5;M;2012;Sadio;5
14;M;2020;Elyas;14
19;M;2021;Mateo;19
9;M;2013;Tidiane;9
6;M;2016;Alix;6
20;M;2013;Oumar;20
11;F;2016;Anissa;11
6;F;2013;Wendy;6
8;M;2010;Cameron;8
6;F;2004;Félicité;6
13;F;2004;Sacha;137
29;M;2014;Marc;29
5;M;2011;Tao;5
6;M;2014;Swan;6
53;M;2016;Tom;53
7;F;2006;Amy;7
5;M;2012;Samir;5
13;M;2020;Célestin;13
18;F;2021;Helena;18
34;M;2013;Vadim;34
19;F;2016;Ariane;19
5;M;2013;Paul-Arthur;5
7;F;2016;Assiya;7
13;F;2013;Zahra;13
60;M;2010;Camille;60
7;M;2004;Flavio;7
5;F;2004;Samia;5
6;F;2014;Marthe;6
6;M;2011;Thibaud;6
7;F;2014;Tara;7
20;M;2016;Vincent;20
6;F;2020;Leila;6
5;F;2012;Shaïna;5
13;M;2020;Mahdi;13
18;F;2021;Mariama;18
68;M;2013;Valentin;68
10;F;2016;Assa;10
7;F;2013;Perrine;7
47;F;2016;Aya;47
90;M;2014;Aaron;90
23;F;2010;Charlie;60
51;F;2004;Gabrielle;51
7;M;2004;Samir;7
10;M;2014;Marwan;10
32;M;2011;Titouan;32
6;F;2014;Théodora;6
120;F;2016;Zoé;120
6;F;2020;Syrine;6
26;M;2012;Théophile;26
13;F;2020;Pénélope;13
18;M;2021;Yacine;18
14;M;2013;Vincent;14
13;M;2016;Aubin;13
51;M;2013;Ruben;51
36;M;2016;Aylan;36
344;M;2014;Adam;344
5;F;2010;Chayma;5
6;M;2004;Germain;6
6;M;2011;Yassin;6
30;M;2014;Max;30
5;F;2011;Vera;5
48;M;2014;Youssef;48
19;M;2017;Aboubacar;19
6;F;2020;Tess;6
12;F;2012;Tiffany;12
12;M;2020;Alix;12
17;M;2021;Édouard;17
5;F;2013;Yaëlle;5
9;M;2016;Ayman;9
120;M;2013;Simon;120
5;M;2016;Azad;5
99;M;2014;Adrien;99
15;M;2010;Christian;15
5;F;2004;Goundo;5
5;M;2011;Yvan;5
174;M;2014;Maxime;174
169;M;2004;Adam;169
8;M;2014;Zakarya;8
7;M;2017;Abraham;7
5;M;2020;Alistair;5
5;F;2012;Tiguida;5
12;F;2020;Eléa;12
16;M;2021;Camil;16
12;F;2014;Aaliyah;12
5;M;2016;Baudouin;5
8;F;2013;Soraya;8
82;M;2016;Baptiste;82
17;M;2014;Alexander;17
6;M;2010;Christopher;6
5;M;2004;Gwendal;5
19;M;2012;Aksel;19
10;F;2014;Maxime;184
8;F;2004;Adriana;8
8;M;2014;Ziyad;8
6;M;2017;Ahmad;6
5;M;2020;Edmond;5
5;F;2012;Tina;5
12;F;2020;Estelle;12
16;M;2021;Darius;16
46;M;2014;Ali;46
5;M;2016;Bruno;5
56;F;2013;Suzanne;56
83;M;2016;Camille;83
9;M;2014;Aloïs;9
12;F;2010;Clarisse;12
28;M;2004;Hector;28
21;F;2012;Albane;21
6;F;2014;Mélie;6
6;F;2004;Alba;6
5;F;2014;Zoey;5
5;M;2017;Aïdan;5
5;M;2020;Enaël;5
7;M;2012;Tybalt;7
11;F;2020;Assil;11
16;M;2021;Emilio;16
76;F;2014;Alix;85
16;F;2016;Carmen;16
6;F;2013;Swann;17
20;F;2016;Célestine;20
5;F;2014;Alyah;5
8;F;2010;Delphine;8
57;F;2004;Sara;57
6;M;2012;Alistair;6
6;M;2014;Mickaël;6
37;M;2004;Amaury;37
5;M;2015;Adame;5
7;M;2017;Aimé;7
5;M;2020;Moshé;5
15;M;2012;Virgile;15
11;F;2020;Dana;11
16;M;2021;Idris;16
5;M;2014;Alpha;5
58;M;2016;Elias;58
5;F;2013;Tesnime;5
15;M;2016;Charlie;15
27;M;2014;Anatole;27
9;M;2010;Demba;9
5;F;2004;Siham;5
25;F;2012;Aliya;25
6;F;2014;Nadia;6
23;F;2004;Amina;23
9;M;2015;Alassane;9
20;M;2017;Alban;20
5;M;2020;Yaya;5
6;F;2012;Ysée;6
10;M;2020;Dan;10
15;M;2021;Timéo;15
9;M;2014;Andrei;9
13;M;2016;Élie;13
6;M;2013;Théophane;6
9;F;2016;Dahlia;9
5;F;2014;Ange;13
15;F;2010;Éléonore;15
6;F;2004;Solveig;6
6;M;2012;Amara;6
25;F;2014;Naomi;25
41;F;2004;Aminata;41
8;F;2015;Ania;8
9;F;2017;Alessia;9
5;M;2020;Yuri;5
5;M;2013;Abdramane;5
10;F;2020;Colombe;10
13;F;2021;Hanaé;13
8;M;2014;Andrew;8
14;M;2016;Elijah;14
28;M;2013;Théophile;28
26;F;2016;Eléonore;26
95;F;2014;Apolline;95
22;M;2010;Elliot;22
23;F;2004;Sonia;23
15;M;2012;Ambroise;15
17;F;2014;Neyla;17
7;F;2004;Angelina;7
166;M;2015;Antoine;166
18;F;2017;Aliya;18
5;M;2020;Zach;5
14;M;2013;Aksel;14
9;M;2020;Eyal;9
13;F;2021;Kamila;13
6;M;2014;Anes;6
15;F;2016;Éloïse;15
6;M;2013;Zadig;6
16;M;2016;Elliott;16
6;M;2014;Arié;6
5;M;2010;Eytan;5
13;M;2004;Tiago;13
6;F;2012;Amelia;6
23;M;2014;Nino;23
10;F;2004;Assa;10
5;M;2015;Aydan;5
12;F;2017;Anaé;12
5;F;2020;Kadidiatou;5
7;F;2013;Alba;7
9;F;2020;Lucia;9
13;M;2021;Ivan;13
5;M;2014;Armel;5
6;M;2016;Emir;6
5;F;2013;Zineb;5
13;M;2016;Fares;13
9;F;2014;Assya;9
10;M;2010;Gaston;10
69;M;2004;Timothée;69
5;M;2012;Badis;5
6;F;2014;Philippa;6
63;M;2004;Aurélien;63
5;F;2015;Balkis;5
11;M;2017;Anes;11
113;M;2021;Samuel;113
33;F;2013;Albane;33
9;F;2020;Maé;9
12;F;2021;Athénaïs;12
6;F;2014;Athéna;6
24;M;2016;Esteban;24
6;M;2013;Zinedine;6
11;F;2016;Fleur;11
100;M;2014;Axel;100
10;F;2010;Hajar;10
6;M;2004;Vladimir;6
12;F;2012;Bertille;12
61;F;2014;Romy;61
7;F;2004;Bianca;7
5;M;2015;Brayan;5
14;M;2017;Ange;14
80;M;2021;Eden;80
72;F;2013;Alix;80
9;F;2020;Tahel;9
12;F;2021;Éloïse;12
12;F;2014;Axelle;12
47;M;2016;Evan;47
5;M;2014;Abishan;5
5;M;2016;Francis;5
8;M;2014;Aymeric;8
33;M;2010;Hamza;33
6;M;2004;Warren;6
15;M;2012;Bilal;15
9;M;2014;Selyan;9
23;M;2004;César;23
15;F;2015;Camélia;15
8;M;2017;Antonio;8
58;F;2021;Pia;58
20;F;2013;Amandine;20
9;F;2020;Yara;9
12;M;2021;Aviel;12
33;F;2014;Bérénice;33
5;M;2016;Haï;5
11;F;2014;Alba;11
42;M;2016;Georges;42
25;M;2014;Balthazar;25
7;M;2010;Hillel;7
7;M;2004;Yaya;7
6;M;2012;Blaise;6
9;F;2014;Sienna;9
8;F;2004;Christina;8
85;M;2015;Camille;85
7;M;2017;Armel;7
53;F;2021;Liv;53
41;M;2013;Anatole;41
8;M;2020;Lewis;8
12;M;2021;Elyas;12
5;M;2014;Brayan;5
87;F;2016;Héloïse;87
12;F;2014;Alexia;12
30;F;2016;Hannah;30
23;F;2014;Bianca;23
19;F;2010;Imane;19
9;M;2004;Yoann;9
14;F;2012;Camélia;14
35;F;2014;Sophia;35
25;F;2004;Clarisse;25
9;M;2015;Carl;9
5;M;2017;Assil;5
42;F;2021;Mathilde;42
19;F;2013;Anissa;19
8;M;2020;Yacine;8
11;F;2021;Grace;11
13;M;2014;Camil;13
23;F;2016;Hortense;23
21;F;2014;Aliyah;21
5;M;2016;Hassan;5
9;F;2014;Candice;9
18;M;2010;Jacques;18
13;F;2004;Zélie;13
113;M;2012;Clément;113
5;F;2014;Swann;13
6;F;2004;Colette;6
6;M;2015;Chmouel;6
7;F;2017;Audrey;7
40;M;2021;Nolan;40
143;M;2013;Antoine;143
8;F;2020;Leyla;8
11;F;2021;Thalia;11
10;F;2014;Cloé;10
20;M;2016;Ilyan;20
18;M;2014;Amadou;18
9;M;2016;Henry;9
5;F;2014;Caroline;5
23;M;2010;Julian;23
12;M;2005;Adrian;12
20;F;2012;Cléo;20
34;M;2014;Tiago;34
17;F;2004;Colombe;17
19;F;2015;Colette;19
5;M;2017;Bryan;5
39;M;2021;Clément;39
11;M;2013;Archibald;11
7;M;2020;Youcef;7
10;F;2021;Dahlia;10
8;F;2014;Clotilde;8
13;M;2016;Ivan;13
21;F;2014;Andréa;33
6;M;2016;Hillel;6
217;F;2014;Chloé;217
29;M;2010;Kaïs;29
127;M;2005;Alexis;127
6;F;2012;Cloé;6
16;F;2014;Valentina;16
45;M;2004;Côme;45
5;F;2015;Elie;36
18;F;2017;Camélia;18
38;F;2021;Lola;38
126;M;2013;Augustin;126
7;F;2020;Ariana;7
10;F;2021;Malak;10
21;F;2014;Colette;21
19;M;2016;Iyad;19
12;M;2014;Andy;12
71;M;2016;Ibrahim;71
7;F;2014;Cindy;7
13;F;2010;Léana;13
65;F;2005;Alix;76
5;F;2012;Daria;5
10;M;2014;Wael;10
5;F;2004;Coumba;5
6;F;2015;Elissa;6
14;F;2017;Carla;14
38;M;2021;Joshua;38
64;F;2013;Ava;64
7;F;2020;Avril;7
9;F;2021;Amira;9
62;F;2014;Constance;62
8;F;2016;Izia;8
13;F;2014;Anissa;13
14;F;2016;Imane;14
14;M;2014;Clovis;14
6;M;2010;Léandro;6
6;F;2005;Alixe;6
5;F;2012;Deborah;5
8;F;2014;Yaël;8
7;M;2004;Darius;7
73;F;2015;Elsa;73
18;F;2017;Colombe;18
31;M;2021;Abdoulaye;31
5;M;2013;Ayaan;5
7;F;2020;Baya;7
9;F;2021;Hiba;9
10;F;2014;Diana;10
20;M;2016;Jad;20
37;M;2014;Armand;37
8;F;2016;Imany;8
23;M;2014;Constantin;23
37;F;2010;Lila;37
6;M;2005;Alpha;6
6;M;2012;Demba;6
8;M;2014;Yahya;8
6;F;2004;Djénéba;6
12;F;2015;Elyssa;12
56;M;2017;David;56
30;F;2021;Lyna;30
45;M;2013;Ayoub;45
7;F;2020;Maddalena;7
9;F;2021;Nélya;9
50;M;2014;Elias;50
32;M;2016;James;32
5;M;2014;Arthus;5
177;F;2016;Jeanne;177
11;F;2014;Dana;11
9;F;2010;Liora;9
11;F;2005;Anouck;11
34;M;2012;Edouard;34
7;M;2014;Yazid;7
5;F;2004;Elina;5
16;M;2015;Etienne;16
26;M;2017;Edouard;26
27;M;2021;Max;27
5;M;2013;Azad;5
7;F;2020;Milena;7
9;M;2021;Yazid;9
12;F;2014;Elina;12
16;M;2016;Jonathan;16
15;M;2014;Aurèle;15
5;F;2016;Johanna;5
47;M;2014;Daniel;47
23;F;2010;Lison;23
24;F;2005;Audrey;24
11;M;2012;Elijah;11
8;M;2014;Yoann;8
34;M;2004;Esteban;34
6;F;2015;Fatim;6
6;F;2017;Elizabeth;6
27;M;2021;Mouhamed;27
64;M;2013;Basile;64
7;F;2020;Sanaa;7
8;F;2021;Domitille;8
18;M;2014;Eliot;18
19;M;2016;Kenzo;19
5;F;2014;Aurélie;5
8;M;2016;Jonah;8
13;F;2014;Domitille;13
6;M;2010;Lohan;6
10;M;2005;Bilel;10
6;F;2012;Émilie;6
6;M;2015;Alan;6
7;M;2004;Estéban;7
11;M;2015;Hassan;11
27;M;2017;Elliot;27
26;M;2021;Mohammed;26
37;F;2013;Bérénice;37
6;M;2020;Chahine;6
8;F;2021;Ethel;8
9;M;2014;Éloi;9
11;F;2016;Khadidja;11
58;F;2014;Aya;58
19;M;2016;Kylian;19
24;M;2014;Edouard;24
31;M;2010;Lorenzo;31
8;F;2005;Blandine;8
12;F;2012;Fanny;12
22;M;2015;Amadou;22
5;M;2004;Francis;5
7;M;2015;Hedi;7
20;F;2017;Elya;20
25;F;2021;Eden;25
71;M;2013;Camille;71
6;M;2020;Mickaël;6
8;M;2021;Eyal;8
8;F;2014;Elyne;8
11;F;2016;Lahna;11
15;M;2014;Ayden;15
13;M;2016;Lassana;13
15;M;2014;Elio;15
22;F;2010;Louisa;22
7;F;2005;Célestine;7
11;M;2012;Guilhem;11
9;M;2015;Archibald;9
6;M;2004;Gad;6
25;M;2015;Hippolyte;25
70;M;2017;Enzo;70
24;M;2021;Milan;24
78;M;2013;Charles;78
6;M;2020;Yanni;6
8;M;2021;Karim;8
15;M;2014;Etienne;15
5;M;2016;Lazar;5
19;F;2014;Camélia;19
12;F;2016;Léane;12
7;F;2014;Elissa;7
5;F;2010;Lune;5
46;F;2005;Célia;46
5;M;2012;Idir;5
41;F;2015;Assia;41
11;F;2004;Gaëlle;11
22;M;2015;Ibrahima;22
12;M;2017;Eugène;12
23;F;2021;Norah;23
236;F;2013;Chloé;236
6;F;2020;Aisha;6
7;F;2021;Agnès;7
12;F;2014;Georgia;12
6;M;2016;Lewis;6
35;M;2014;Charlie;35
85;F;2016;Léna;85
16;M;2014;Florian;16
30;M;2010;Marin;30
5;F;2005;Chelsea;5
5;M;2012;Idrissa;5
20;M;2015;Aurèle;20
16;M;2004;Gaëtan;16
141;F;2015;Lina;141
25;F;2017;Fanta;25
23;M;2021;Nathanaël;23
65;F;2013;Constance;65
6;F;2020;Ange;6
7;F;2021;Salimata;7
32;F;2014;Hanna;32
23;F;2016;Lilya;23
9;M;2014;Cheick;9
43;F;2016;Lila;43
12;M;2014;Gaston;12
8;M;2010;Marko;8
7;F;2005;Christelle;7
5;M;2012;Jawed;5
81;F;2015;Ava;81
12;F;2004;Gaïa;12
24;F;2015;Maëlle;24
10;M;2017;Fares;10
22;F;2021;Aurore;22
26;M;2013;Corentin;26
6;F;2020;Catherine;6
7;F;2021;Shira;7
10;F;2014;Haya;10
16;M;2016;Loïc;16
6;M;2014;Christ;6
129;F;2016;Lina;129
12;F;2014;Ilyana;12
5;M;2010;Markus;5
14;F;2005;Claudia;14
5;F;2012;Jehanne;5
5;M;2015;Barthélemy;5
5;M;2004;Gary;5
122;M;2015;Martin;122
17;F;2017;Fleur;17
22;M;2021;Emile;22
72;F;2013;Diane;72
6;F;2020;Élina;6
7;M;2021;Ahmad;7
30;M;2014;Imran;30
29;F;2016;Luna;29
5;F;2014;Christina;5
42;F;2016;Lola;42
5;F;2014;Imene;5
221;M;2010;Maxime;221
21;M;2005;Dan;21
6;F;2012;Jessie;6
6;M;2015;Blaise;6
6;F;2004;Grâce;6
6;F;2015;Maxine;6
13;F;2017;Gloria;13
20;M;2021;Sandro;20
10;F;2013;Ellie;10
6;F;2020;Gina;6
7;M;2021;Jessim;7
6;F;2014;Isadora;6
6;F;2016;Lyana;6
18;M;2014;Dimitri;18
92;F;2016;Lucie;92
6;F;2014;Jihane;6
36;F;2010;Mélissa;36
7;F;2005;Daphnée;7
6;M;2012;Joey;6
9;F;2015;Camila;9
34;M;2004;Solal;34
11;F;2015;Maylis;11
11;F;2017;Grace;11
17;F;2021;Aline;17
27;M;2013;Elliot;27
5;M;2020;Alpha;5
7;M;2021;Thiago;7
9;M;2014;Jack;9
10;M;2016;Mahamadou;10
33;F;2014;Eden;75
14;M;2016;Lyam;14
40;M;2014;Joachim;40
18;M;2010;Melvil;18
73;M;2005;David;73
27;F;2012;Kenza;27
16;F;2015;Carmen;16
47;F;2004;Solène;47
8;F;2015;Melina;8
